"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"clever_hypatia_1"	972	0	0	0	0	1518909	0	0	0	0	2460	4550	2575674	3482146	28.75	28.92	1139	"878"	788	NA	756	"1210"	1439	NA	0	0	0	0	"0 + 0 part"	0	73.557	1.006	0	6.95	0.08	3883	3883	2766	65	0	4550	1139	878	788	NA	756	"1210"	1439	NA	"1036668"	NA	3482146	156652	35.5813	NA	"uniq"	3016	"6"	0	2.69832284675778e-06	6.74808006327133	0.000219944400365854
"clever_hypatia_1"	437	181	72	5	0	2542886	1870235	1093031	154208	0	500	37784	2588394	2666783	39	38.96	8770	"8630"	4562	"4257"	94	"99"	196	"209"	6	6	35850	0	"0 + 1 part"	38	96.858	1.002	0	0.58	0	2525	2525	2189	295	28	37784	8770	8630	4539	"4198"	94	"99"	197	"210"	"1036671"	NA	2666783	224397	66.9155	NA	"uniq"	2337	"6"	2.31803968020325	2.24077169086314e-07	12.6217806248202	0.0018762944328
"clever_hypatia_1"	246	12	5	0	0	438424	105474	61683	0	0	1185	16605	1074685	2781134	43.3	43.33	881	NA	648	NA	353	NA	712	NA	0	0	0	0	"0 + 0 part"	0	38.621	1.001	0	170.65	0.09	1886	1886	1312	26	3	16605	881	0	648	NA	353	NA	712	NA	"1036674"	NA	2781134	292214	82.8861	NA	"strain"	2649	"6"	0	0.000158790715418937	15.760513517148	0.000125871868438819
"clever_hypatia_1"	1171	37	2	0	0	2582597	233799	23331	0	0	1710	12497	2973070	3197617	41.15	41.18	2141	"2012"	1396	"1215"	445	"499"	875	"1004"	0	0	0	1	"0 + 2 part"	115	92.37	1.007	0	2.81	0	3997	3997	3006	191	3	12497	2135	2012	1396	"1215"	445	"499"	875	"1004"	"1036677"	NA	3197617	182646	44.5642	NA	"uniq"	2961	"6"	0	9.45150971891008e-07	8.56791166671931	0.000498960052631579
"clever_hypatia_1"	114	7	2	0	0	261599	53525	22311	0	0	218	12192	335687	4600598	30.36	30.09	2089	NA	1046	NA	47	NA	105	NA	0	0	0	0	"0 + 0 part"	0	7.284	1.002	0	36.11	0	475	475	360	16	0	12192	2089	0	1046	NA	47	NA	105	NA	"1036686"	NA	4600598	363336	62.8401	NA	"strain"	4544	"6"	0	0.000107570445087239	11.8463730149863	2.43379155963303e-05
"clever_hypatia_1"	918	0	0	0	0	1252386	0	0	0	0	3985	3521	3383874	6470542	31.56	31.8	864	"528"	661	NA	1391	"3696"	2514	NA	4	4	5612	0	"0 + 1 part"	113	52.121	1.003	0	19.24	0.15	5840	5840	4073	18	0	3521	863	527	660	NA	1394	"3700"	2517	NA	"1036689"	NA	6470542	244091	29.5009	NA	"uniq"	6171	"6"	1.18207711043615	5.68579090119786e-06	5.65851361447001	6.81706057967378e-05
"clever_hypatia_1"	465	135	38	2	0	2041638	1230653	553678	54181	0	534	27554	2091956	2169229	42.01	41.97	6178	"6018"	3301	"2954"	103	"109"	219	"238"	2	2	20909	0	"0 + 0 part"	0	96.126	1.003	0	1.01	0	2383	2383	1972	218	16	27554	6178	6018	3258	"2924"	103	"109"	220	"239"	"1036692"	NA	2169229	164136	59.5362	NA	"uniq"	2174	"6"	0.956043052530742	4.82801741528024e-07	11.349839044195	0.00173037600674157
"clever_hypatia_1"	1035	1	0	0	0	1694993	5468	0	0	0	2336	5468	2618834	3420924	38.66	38.72	1258	"986"	839	"527"	690	"1051"	1329	"2233"	0	0	0	0	"0 + 0 part"	0	76.504	1.001	0	0	0	4037	4037	3115	88	2	5468	1258	986	839	"527"	690	"1051"	1329	"2233"	"1036698"	NA	3420924	745624	173.343	NA	"uniq"	3092	"6"	0	0	32.6939739088036	0.0002505506
"clever_hypatia_1"	1707	35	1	0	0	3510668	219285	10212	0	0	2936	10212	4401822	4987666	27.73	27.9	1835	"1655"	1120	"869"	751	"919"	1510	"1954"	0	0	0	0	"0 + 1 part"	146	87.679	1.007	0	5.63	0.09	5935	5935	4567	230	10	10212	1834	1655	1120	"869"	751	"919"	1510	"1954"	"1036710"	NA	4987666	275117	43.2912	NA	"uniq"	4498	"6"	0	1.27901582571944e-06	8.27392010611777	0.000261839476873297
"clever_hypatia_1"	896	291	79	2	0	4092478	2555700	1101580	61003	0	1078	33557	4221924	4401495	45.44	45.26	6096	"5837"	3311	"3056"	211	"226"	439	"481"	1	1	7916	0	"0 + 0 part"	0	95.665	1.003	0	0.83	0	4486	4486	3713	491	52	33557	6096	5837	3311	"3052"	211	"226"	439	"482"	"1036713"	NA	4401495	354712	63.8144	NA	"uniq"	4143	"6"	0.23685883497666	1.96592833030628e-07	12.0883472547396	0.000848960317717996
"clever_hypatia_1"	417	0	0	0	0	530313	0	0	0	0	3156	2574	2361348	6618536	40.46	40.61	734	NA	602	NA	1186	NA	2077	NA	1	1	942	1	"0 + 0 part"	0	35.667	1	0	0	0	4223	4223	3068	13	0	2574	734	0	602	NA	1186	NA	2078	NA	"1036719"	NA	6618536	1838926	217.003	NA	"uniq"	5711	"6"	0.423486923570774	0	41.6767242786018	4.03084565589354e-05
"clever_hypatia_1"	622	75	6	0	0	1787311	510677	69145	0	0	803	14652	1921933	2021907	31.47	31.54	3232	"3012"	1960	"1728"	190	"206"	380	"421"	0	0	0	0	"0 + 0 part"	0	94.563	1.005	0	1.46	0	2365	2365	1934	153	12	14652	3232	3012	1960	"1728"	190	"206"	380	"421"	"1036722"	NA	2021907	127706	49.7639	NA	"uniq"	1929	"6"	0	7.59651871319135e-07	9.4741746282099	0.00111359414308842
"clever_hypatia_1"	368	152	49	0	0	1972809	1401327	653182	0	0	424	23319	2012612	2123732	35.09	35.26	7521	"7323"	4426	"4086"	90	"97"	176	"195"	0	0	0	0	"0 + 0 part"	0	94.649	1.001	0	0.1	0	2101	2101	1783	198	10	23319	7521	7323	4426	"4086"	90	"97"	176	"195"	"1036725"	NA	2123732	235997	88.5159	NA	"uniq"	1956	"6"	0	4.96866758222648e-08	16.6685579913096	0.00211283801910377
"clever_hypatia_1"	513	140	38	0	0	2169715	1202240	492647	0	0	620	20256	2248175	2331365	40.23	40.29	5527	"5367"	3165	"2874"	126	"133"	262	"283"	1	1	1399	0	"0 + 0 part"	0	96.342	1.001	0	0	0	2538	2538	2143	224	13	20256	5527	5367	3165	"2874"	126	"133"	262	"283"	"1036734"	NA	2331365	300608	102.371	NA	"uniq"	2199	"6"	0.444805230909516	0	19.3411156125274	0.00149706144580645
"clever_hypatia_1"	449	171	43	3	0	2272916	1567600	653100	78779	0	516	26888	2321544	2407434	33.56	33.74	7049	"6806"	4120	"3660"	104	"110"	209	"226"	0	0	0	0	"0 + 0 part"	0	96.254	1.002	0	0.22	0	2600	2600	2160	229	11	26888	7049	6806	4120	"3660"	104	"110"	209	"226"	"1036746"	NA	2407434	221957	73.1821	NA	"uniq"	2407	"6"	0	9.47645187857736e-08	13.8294756990223	0.00179551017751938
"clever_hypatia_1"	1230	111	7	0	0	3266227	738024	81998	0	0	1679	17041	3594563	3857293	40.38	40.34	2944	"2703"	1662	"1442"	390	"436"	793	"919"	2	2	3065	0	"0 + 0 part"	0	93.082	1.001	0	0	0	4576	4576	3564	263	18	17041	2944	2703	1660	"1430"	390	"436"	793	"920"	"1036752"	NA	3857293	604753	123.823	NA	"uniq"	3818	"6"	0.556395867870448	0	23.5172567912264	0.000516036850744491
"clever_hypatia_1"	884	254	61	2	0	3722159	2127599	811148	56144	0	1072	30046	3860493	4033872	39.97	40	5484	"5302"	3039	"2717"	217	"233"	452	"497"	5	5	14172	0	"0 + 0 part"	0	95.589	1.001	0	0	0	4191	4191	3518	390	18	30046	5477	5300	3034	"2716"	217	"233"	453	"498"	"1036758"	NA	4033872	514312	101.529	NA	"uniq"	3680	"6"	1.29517136800922	0	19.1247516034222	0.000852356056063433
"clever_hypatia_1"	896	235	55	2	0	3685398	1991837	753053	53708	0	1125	26977	3851940	3961631	52.42	52.46	5208	"5025"	2917	"2741"	222	"233"	469	"498"	3	2	20037	0	"0 + 1 part"	54	96.839	1.004	0	0.81	0	4417	4417	3649	419	27	26977	5104	5007	2907	"2724"	224	"235"	471	"501"	"1036761"	NA	3961631	294618	59.2269	NA	"uniq"	3687	"6"	0.778828330659356	2.10283649278026e-07	11.1551782586516	0.000833581504088889
"clever_hypatia_1"	890	10	0	0	0	1695921	57284	0	0	0	1528	6601	2154073	2443060	44.13	44.13	1687	"1514"	1081	"853"	416	"506"	813	"1039"	3	3	2910	0	"0 + 0 part"	0	87.634	1.006	0	5	0	3199	3199	2429	90	0	6601	1687	1514	1081	"853"	416	"506"	813	"1039"	"1036764"	NA	2443060	126644	40.4296	NA	"uniq"	2389	"6"	1.39271046060185	2.32118410100308e-06	7.77574026016553	0.000502599342670157
"clever_hypatia_1"	702	74	5	0	0	1965285	506028	57319	0	0	945	13641	2140260	2312367	27.12	27.16	3119	"2896"	1829	"1543"	220	"249"	444	"520"	4	4	20179	0	"0 + 2 part"	228	92.447	1.001	0	0	0	2688	2688	2207	178	9	13641	3093	2855	1810	"1541"	221	"250"	446	"523"	"1036770"	NA	2312367	354166	119.876	NA	"uniq"	2258	"6"	1.86893181202284	0	22.9742510596285	0.000904386011534392
"clever_hypatia_1"	913	38	3	0	0	2114799	257687	35677	0	0	1483	12753	2518947	2978798	63.96	63.81	2235	"1882"	1318	"844"	353	"465"	718	"1043"	2	2	2693	0	"0 + 0 part"	0	84.078	1.006	0	1.04	0	3726	3726	2757	166	7	12753	2235	1882	1317	"844"	353	"465"	719	"1044"	"1036773"	NA	2978798	214205	56.9128	NA	"uniq"	2815	"6"	0.793982564936857	4.12870933767165e-07	10.786481661395	0.00047667633742414
"clever_hypatia_1"	117	0	0	0	0	147440	0	0	0	0	966	2443	709979	2448719	66.51	66.14	725	NA	590	NA	365	NA	638	NA	0	0	0	0	"0 + 0 part"	0	28.921	1.003	0	18.5	0	1471	1471	976	2	0	2443	725	0	590	NA	365	NA	638	NA	"1036776"	NA	2448719	85318	27.5744	NA	"uniq"	2331	"6"	0	2.6057108731385e-05	5.22628362012955	8.65863603519669e-05
"clever_hypatia_1"	1432	35	3	0	0	2798235	237090	34378	0	0	2916	12099	3856881	5342582	71.2	70.76	1570	"1071"	957	NA	730	"1310"	1529	NA	2	2	12738	0	"0 + 0 part"	0	71.918	1.004	0	0.08	0	6181	6181	4405	166	10	12099	1570	1071	957	NA	731	"1311"	1530	NA	"1036779"	NA	5342582	727355	107.139	NA	"uniq"	5050	"6"	0.518553722554572	2.07421489021829e-08	20.4214460348947	0.000177373070096022
"clever_hypatia_1"	516	0	0	0	0	695186	0	0	0	0	2236	3321	1884386	3511526	44.5	44.34	856	"541"	659	NA	783	"1989"	1415	NA	1	1	519	0	"0 + 0 part"	0	53.472	1.004	0	17.52	0	2939	2939	2173	25	0	3321	856	541	659	NA	783	"1989"	1415	NA	"1036794"	NA	3511526	130887	29.3643	NA	"uniq"	2910	"6"	0.53067683584998	9.29745816409165e-06	5.59103079401947	0.000127873648658318
"clever_hypatia_1"	1325	54	2	0	0	2841126	342977	24772	0	0	2445	14136	3634747	4385746	61.3	61.21	1865	"1529"	1078	"691"	578	"801"	1215	"1861"	0	0	0	1	"0 + 0 part"	0	82.579	1.004	0	0	0	4942	4942	3822	245	16	14136	1865	1529	1078	"691"	578	"801"	1215	"1861"	"1036797"	NA	4385746	622040	112.449	NA	"uniq"	3697	"6"	0	0	21.2748298693084	0.000278907617218814
"clever_hypatia_1"	970	151	29	1	0	3110873	1208433	407005	26976	0	1335	26976	3372848	3598816	58.66	58.65	3772	"3529"	2020	"1725"	263	"294"	571	"662"	1	1	821	0	"0 + 0 part"	0	93.243	1.005	0	0.69	0	4341	4341	3511	251	13	26976	3772	3529	2020	"1725"	263	"294"	571	"662"	"1036806"	NA	3598816	264313	58.0702	NA	"uniq"	3622	"6"	0.296485344136469	2.04574887454163e-07	11.0166649253532	0.000651255209662921
"clever_hypatia_1"	633	172	40	1	0	2709925	1485339	572884	44468	0	772	44468	2812050	2912276	40.14	40.2	5334	"5103"	3232	"2849"	157	"167"	327	"352"	2	2	4495	0	"0 + 1 part"	40	96.452	1.001	0	0.18	0	3067	3067	2616	251	25	44468	5334	5103	3192	"2833"	157	"167"	328	"353"	"1048576"	NA	2912276	380004	103.023	NA	"uniq"	2754	"6"	0.711224907096246	6.40102416386622e-08	19.572526779742	0.0012050502984456
"clever_hypatia_1"	1756	8	0	0	0	3033203	45519	0	0	0	3653	7072	4379222	5549958	70.23	70.06	1378	"1097"	895	"571"	1034	"1510"	2022	"3247"	1	1	533	0	"0 + 0 part"	0	78.404	1.006	0	5.31	0	6971	6971	5047	151	2	7072	1378	1097	895	"571"	1034	"1510"	2022	"3247"	"1048582"	NA	5549958	289907	40.946	NA	"uniq"	5291	"6"	0.228351063271056	1.21254414596931e-06	7.83538361911928	0.000168277777607446
"clever_hypatia_1"	59	0	0	0	0	68145	0	0	0	0	1048	1529	698772	3834552	35.87	35.9	644	NA	562	NA	428	NA	719	NA	0	0	0	0	"0 + 0 part"	0	18.209	1.001	0	71.03	0	1396	1396	964	0	0	1529	644	0	562	NA	428	NA	719	NA	"1048657"	NA	3834552	99340	20.4685	NA	"uniq"	3598	"6"	0	0.000101649751277956	3.88598198694398	3.16381375e-05
"clever_hypatia_1"	1146	6	0	0	0	2031634	37240	0	0	0	2151	8104	2752794	3276823	51.54	51.78	1489	"1286"	976	"699"	611	"800"	1180	"1653"	1	1	1213	0	"0 + 0 part"	0	83.431	1.007	0	4.86	0	4056	4056	3152	117	1	8104	1489	1286	976	"698"	611	"800"	1180	"1654"	"1048762"	NA	3276823	171223	41.1296	NA	"uniq"	3057	"6"	0.363267284075743	1.76547900060811e-06	7.83791190430487	0.000323604451929335
"clever_hypatia_1"	544	0	0	0	0	751326	0	0	0	0	2212	4131	1905514	3640212	59.84	60.06	880	"525"	671	NA	760	"2046"	1384	NA	1	1	1569	0	"0 + 0 part"	0	52.136	1.004	0	13.59	0	3582	3582	2436	20	0	4131	880	525	671	NA	761	"2046"	1384	NA	"1048765"	NA	3640212	151444	32.7631	NA	"uniq"	3533	"6"	0.524792785568618	7.13193395587752e-06	6.24046072041958	0.000122882572151899
"clever_hypatia_1"	283	0	0	0	0	357727	0	0	0	0	1757	2565	1356223	3346045	38.3	38.23	768	NA	617	NA	652	NA	1146	NA	0	0	0	0	"0 + 0 part"	0	40.447	1.002	0	25.34	0.07	2501	2501	1777	7	0	2565	768	0	617	NA	652	NA	1146	NA	"1048768"	NA	3346045	113846	26.8668	NA	"uniq"	3265	"6"	0	1.86842429305505e-05	5.10360739320601	9.31109737620945e-05
"clever_hypatia_1"	963	218	42	1	0	3503350	1751843	547546	27828	0	1293	27828	3741472	3922041	31.94	32.08	4734	"4442"	2413	"2085"	243	"263"	518	"578"	1	1	692	0	"0 + 0 part"	0	94.961	1.005	0	0.48	0	4171	4171	3580	417	45	27828	4734	4442	2413	"2085"	243	"263"	518	"578"	"1048771"	NA	3922041	308091	62.3446	NA	"uniq"	3461	"6"	0.267274484480974	1.28291752550868e-07	11.7830614213365	0.000697416204253674
"clever_hypatia_1"	570	0	0	0	0	762665	0	0	0	0	2453	3041	2058360	3963421	63.3	63.25	862	"523"	649	NA	859	"2304"	1550	NA	0	0	0	0	"0 + 0 part"	0	51.731	1.004	0	13.36	0	3925	3925	2626	11	0	3041	862	523	649	NA	859	"2304"	1550	NA	"1048774"	NA	3963421	157952	30.9729	NA	"uniq"	3688	"6"	0	6.49060417031034e-06	5.97786609093508	0.000109094837382797
"clever_hypatia_1"	1901	0	0	0	0	2865355	0	0	0	0	5057	4402	5112738	7000708	53.11	53.04	1090	"845"	770	NA	1606	"2592"	3006	NA	0	0	0	0	"0 + 0 part"	0	72.645	1.005	0	8.89	0	7955	7955	6061	215	4	4402	1090	845	770	NA	1606	"2592"	3007	NA	"1048777"	NA	7000708	308903	34.2886	NA	"uniq"	5593	"6"	0	1.7387943602821e-06	6.61868056773686	0.000104356259145739
"clever_hypatia_1"	1926	484	98	1	0	7618777	4033316	1310920	32020	0	2391	32020	7960610	8244109	44.28	44.23	5090	"4866"	2791	"2581"	474	"503"	1004	"1083"	3	3	4153	0	"0 + 1 part"	37	96.181	1.004	0	1.15	0	7944	7944	6663	1031	156	32020	5090	4866	2791	"2581"	474	"503"	1004	"1083"	"1048780"	NA	8244109	604040	57.4647	NA	"uniq"	6802	"6"	0.376855542477272	1.44461291282954e-07	10.9903932614185	0.000386900240945211
"clever_hypatia_1"	897	330	111	10	0	4667114	3225296	1688066	292232	0	1075	33297	4799721	5008860	50.66	50.57	7462	"7091"	3950	"3595"	194	"208"	414	"456"	4	4	19782	0	"0 + 0 part"	0	95.55	1.003	0	0.73	0	4904	4904	4119	585	35	33297	7462	7091	3949	"3591"	194	"208"	415	"456"	"1048786"	NA	5008860	413714	65.5235	NA	"uniq"	4413	"6"	0.833381773648927	1.52092173690929e-07	12.3894658664846	0.000849283953488372
"clever_hypatia_1"	774	338	128	8	0	4531472	3387624	1908088	225844	0	921	31893	4640297	4741005	35.88	35.95	8177	"7986"	4687	"4476"	174	"180"	358	"374"	3	3	10610	0	"0 + 0 part"	0	97.745	1.001	0	0.11	0	4554	4554	3955	594	95	31893	8177	7986	4662	"4391"	174	"180"	358	"375"	"1048855"	NA	4741005	526909	87.2337	NA	"uniq"	4106	"6"	0.646510341902684	2.37053792030984e-08	16.6708008112204	0.00103735993756786
"clever_hypatia_1"	1565	80	14	0	0	3413108	592072	168476	0	0	3623	16567	4850112	8112504	70.1	70.3	1610	"739"	896	NA	783	"2318"	1804	NA	0	0	0	1	"0 + 0 part"	0	59.5	1.005	0	1.12	0.04	6767	6767	4910	334	46	16567	1610	739	896	NA	783	"2318"	1804	NA	"1048864"	NA	8112504	651266	63.1052	NA	"uniq"	6973	"6"	0	2.30922502408192e-07	12.041892367634	9.7715981231024e-05
"clever_hypatia_1"	1929	142	7	0	0	4633722	978296	97150	0	0	3324	21225	5615773	7099767	72.78	72.58	2237	"1677"	1247	"626"	713	"1096"	1553	"2804"	0	0	0	0	"0 + 0 part"	0	78.721	1.005	0	0.63	0	7722	7722	5494	290	20	21225	2237	1677	1247	"626"	713	"1096"	1553	"2804"	"1048867"	NA	7099767	534818	59.6144	NA	"uniq"	6423	"6"	0	1.12184021683213e-07	11.2993426403993	0.000186431884506619
"clever_hypatia_1"	2442	99	8	0	0	5299964	679854	87188	0	0	4557	14123	6802627	8779662	72.51	72.37	1896	"1377"	1079	"568"	1052	"1664"	2251	"4148"	0	0	0	0	"0 + 0 part"	0	77.168	1.004	0	0.01	0	9966	9966	7160	378	23	14123	1896	1377	1079	"568"	1052	"1664"	2251	"4148"	"1048873"	NA	8779662	1183996	107.208	NA	"uniq"	7382	"6"	0	1.47002033185121e-09	20.2285008238358	0.000130675888172043
"clever_hypatia_1"	740	69	10	0	0	1840465	533400	135090	0	0	1531	21080	2391255	8997317	69.11	69.33	2120	NA	1061	NA	289	NA	695	NA	0	0	0	0	"0 + 0 part"	0	26.488	1.003	0	0.17	0	3294	3294	2369	196	33	21080	2120	0	1061	NA	289	NA	695	NA	"1048876"	NA	8997317	849975	74.9102	NA	"uniq"	8558	"6"	0	7.10923761790357e-08	14.1704743758612	4.58271811887655e-05
"clever_hypatia_1"	2591	48	2	0	0	5020309	309857	23994	0	0	5186	11998	6869643	9353349	73.66	73.36	1591	"1117"	954	NA	1335	"2267"	2727	NA	1	1	1088	0	"0 + 0 part"	0	73.239	1.003	0	0.03	0	10185	10185	7232	350	23	11998	1591	1117	954	NA	1335	"2267"	2727	NA	"1048879"	NA	9353349	1551216	132.861	NA	"uniq"	7988	"6"	0.145567972018342	4.36703916055026e-09	24.8769077257782	0.000103431375260316
"clever_hypatia_1"	1468	38	2	0	0	2835354	270157	24224	0	0	3593	12774	4313427	7638937	70.61	70.76	1384	"635"	832	NA	889	"2713"	1909	NA	1	1	1620	0	"0 + 0 part"	0	56.184	1.005	0	1.23	0	6427	6427	4558	266	24	12774	1383	635	832	NA	890	"2714"	1909	NA	"1048882"	NA	7638937	511803	52.8504	NA	"uniq"	6670	"6"	0.231834223692669	2.85156095141983e-07	10.0498865221692	8.7855325800167e-05
"clever_hypatia_1"	684	9	0	0	0	1275795	50559	0	0	0	1533	6607	1864536	8638005	67.64	68.71	1437	NA	872	NA	399	NA	816	NA	1	1	524	0	"0 + 0 part"	0	21.546	1.002	0	0.81	0	2835	2835	2036	104	8	6607	1437	0	872	NA	399	NA	816	NA	"1048888"	NA	8638005	1489361	136.322	NA	"uniq"	8200	"6"	0.536326464063982	4.34424435891825e-07	25.8629336287719	3.02824602739726e-05
"clever_hypatia_1"	365	0	0	0	0	465182	0	0	0	0	2168	2575	1693259	3749952	55.87	55.91	788	NA	624	NA	798	NA	1406	NA	0	0	0	0	"0 + 0 part"	0	45.015	1.003	0	24.05	0	3238	3238	2275	1	0	2575	788	0	624	NA	798	NA	1406	NA	"1048891"	NA	3749952	130473	27.5375	NA	"uniq"	3532	"6"	0	1.42033794003162e-05	5.21898680303108	9.34663387915129e-05
"clever_hypatia_1"	213	0	0	0	0	266199	0	0	0	0	1900	2218	1383584	5287600	39.15	39.56	713	NA	588	NA	724	NA	1261	NA	0	0	0	0	"0 + 0 part"	0	26.11	1.002	0	22.74	0	2375	2375	1803	12	0	2218	713	0	588	NA	724	NA	1261	NA	"1048894"	NA	5287600	188394	27.9345	NA	"uniq"	4424	"6"	0	1.64355760112866e-05	5.3444095619941	3.58806368421053e-05
"clever_hypatia_1"	877	7	1	0	0	1432978	45147	10639	0	0	3048	10639	2923067	5193588	39.18	39.33	992	"576"	693	NA	906	"2440"	1799	NA	1	1	3586	0	"0 + 1 part"	11	55.934	1.006	0	11.57	0.1	4327	4327	3395	100	1	10639	991	576	693	NA	908	"2442"	1801	NA	"1048900"	NA	5193588	277951	41.7555	NA	"uniq"	4381	"6"	0.342106424519178	3.95817133168689e-06	8.02771609915919	0.000102644762335958
"clever_hypatia_1"	622	0	0	0	0	973588	0	0	0	0	2155	4935	2012546	5369373	67.15	67.38	970	NA	676	NA	656	NA	1282	NA	0	0	0	0	"0 + 2 part"	1806	37.272	1.005	0	3.35	0	3817	3817	2391	29	1	4935	968	0	676	NA	658	NA	1285	NA	"1048903"	NA	5369373	284163	41.499	NA	"uniq"	5077	"6"	0	1.66455822624675e-06	7.93844085706096	6.4464129187935e-05
"clever_hypatia_1"	469	0	0	0	0	618510	0	0	0	0	2641	2791	2105028	4492346	39.69	39.75	787	NA	633	NA	963	NA	1707	NA	1	1	1075	0	"0 + 2 part"	78	46.713	1.003	0	23.64	0	3738	3738	2728	11	0	2791	787	0	632	NA	964	NA	1708	NA	"1048906"	NA	4492346	157277	27.3169	NA	"uniq"	3986	"6"	0.475053063427185	1.12302544194186e-05	5.25149888276638	8.26241714880727e-05
"clever_hypatia_1"	266	15	0	0	0	557962	94564	0	0	0	1065	8424	1088164	5644177	69.16	69.9	1054	NA	669	NA	253	NA	591	NA	0	0	0	0	"0 + 0 part"	0	19.241	1.002	0	0	0	1783	1783	1154	30	3	8424	1054	0	669	NA	253	NA	591	NA	"1048909"	NA	5644177	443972	62.1597	NA	"strain"	5178	"6"	0	0	11.7990275641604	3.47620733333333e-05
"clever_hypatia_1"	236	0	0	0	0	381296	0	0	0	0	1081	4911	940809	5615509	69.41	70.07	862	NA	626	NA	333	NA	657	NA	0	0	0	0	"0 + 0 part"	0	16.685	1.004	0	3.2	0	1638	1638	1079	19	0	4911	862	0	626	NA	333	NA	657	NA	"1048912"	NA	5615509	304753	42.3521	NA	"uniq"	5128	"6"	0	3.40132800600334e-06	8.1404820115149	2.57529347826087e-05
"clever_hypatia_1"	0	0	0	0	0	0	0	0	0	0	1	569	569	5643597	65.55	69.9	569	NA	569	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.01	1	0	0	0	NA	NA	NA	NA	NA	569	569	0	569	NA	1	NA	1	NA	"1048915"	NA	5643597	383799	54.1594	NA	"strain"	5182	"6"	0	0	10.2009144168161	1e-08
"clever_hypatia_1"	498	17	1	0	0	968029	108568	11505	0	0	1612	11505	1716434	5646948	71.01	70.64	1140	NA	712	NA	395	NA	886	NA	0	0	0	0	"0 + 0 part"	0	30.283	1.004	0	0.41	0	2688	2688	1831	96	11	11505	1140	0	712	NA	395	NA	886	NA	"1048918"	NA	5646948	436802	61.19	NA	"uniq"	5070	"6"	0	2.38867326095848e-07	11.6027808295738	5.68895836848635e-05
"clever_hypatia_1"	381	17	2	0	0	789482	120540	23130	0	0	1339	11597	1423186	5050536	69.14	69.82	1137	NA	691	NA	308	NA	723	NA	0	0	0	0	"0 + 0 part"	0	28.107	1.003	0	0.21	0	2284	2284	1523	53	4	11597	1137	0	691	NA	308	NA	723	NA	"1048924"	NA	5050536	653285	101.312	NA	"uniq"	4630	"6"	0	1.47556257579824e-07	19.4024456018134	5.89995107542942e-05
"clever_hypatia_1"	1423	61	6	0	0	3074271	434311	79350	0	0	2534	17418	3856135	4931535	68.35	68.17	1909	"1430"	1108	"583"	583	"910"	1250	"2243"	0	0	0	0	"0 + 0 part"	0	77.855	1.004	0	0.03	0	6058	6058	4320	172	11	17418	1909	1430	1108	"583"	583	"910"	1250	"2243"	"1048927"	NA	4931535	582861	94.3359	NA	"uniq"	4591	"6"	0	7.77981061347697e-09	17.7285875493127	0.000239202881807419
"clever_hypatia_1"	132	0	0	0	0	159573	0	0	0	0	1521	2116	1070594	4410574	70.82	70.17	693	NA	581	NA	599	NA	1025	NA	0	0	0	0	"0 + 0 part"	0	24.226	1.002	0	24.71	0	2192	2192	1481	1	0	2116	693	0	581	NA	599	NA	1025	NA	"1048930"	NA	4410574	153442	27.1667	NA	"uniq"	4079	"6"	0	2.30806449503733e-05	5.21843642120051	3.85863955292571e-05
"clever_hypatia_1"	1059	33	3	0	0	2041525	240751	36821	0	0	2521	12585	3068124	4636441	70.85	70.4	1393	"850"	856	NA	627	"1360"	1340	NA	1	1	966	0	"0 + 0 part"	0	65.766	1.006	0	0.46	0	5089	5089	3581	129	8	12585	1393	850	856	NA	627	"1360"	1340	NA	"1048933"	NA	4636441	361201	61.5511	NA	"uniq"	4346	"6"	0.325932067934673	1.49928751249949e-07	11.6857197147553	0.000171565519873066
