"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..genes"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"jolly_bartik_1"	10	0	0	0	0	11921	0	0	0	0	529	2371	329674	3125442	68.5	68.22	601	NA	538	NA	225	NA	371	NA	0	0	0	0	"0 + 0 part"	0	10.478	1.007	0	3.36	0	"91 + 1217 part"	738	738	505	0	0	2371	601	0	538	NA	225	NA	371	NA	"1049089"	NA	3125442	150629	3.430328	NA	"uniq"	3018	"4"	0	1.019188653033e-05	7.22916950626503	2.07539667296786e-05
"jolly_bartik_1"	841	315	101	13	4	4804913	3413934	1932621	685357	396019	931	136069	4875720	5192961	66.94	66.83	7815	7307	4302	3707	159	180	368	427	26	20	215368	0	"0 + 5 part"	4867	88.822	1.056	0	44.14	0.61	"5440 + 1050 part"	5480	5558	4599	487	34	136069	7632	7099	4250	3647	164	185	376	436	"1052944"	NA	5192961	257982	3.538053	NA	"strain"	5133	"4"	5.33254575734456	9.0530219126611e-06	7.4518757217703	0.000847405766272825
"jolly_bartik_1"	173	36	23	6	1	935922	687471	595939	306735	155069	313	155069	1041551	4767709	64.41	67.04	14815	NA	2464	NA	17	NA	66	NA	13	11	61348	1	"0 + 11 part"	107919	18.943	1.034	0	89.8	2.55	"972 + 499 part"	1329	1337	946	102	12	155069	6092	0	1115	NA	24	NA	146	NA	"1052947"	NA	4767709	753707	11.249167	NA	"strain"	4635	"4"	12.481385933094	8.62175735993725e-05	23.712867123392	0.000114644488498403
"jolly_bartik_1"	50	30	13	3	0	452394	394378	262708	98570	0	51	36209	453333	5190212	64.95	66.83	13438	NA	8217	NA	11	NA	22	NA	24	17	208894	0	"0 + 5 part"	1050	8.473	1.035	0	27.06	0.68	"572 + 103 part"	516	521	411	56	3	35271	12022	0	5953	NA	11	NA	25	NA	"1053058"	NA	5190212	1025896	14.076328	NA	"strain"	5136	"4"	52.9412153979525	5.96912203611914e-05	29.6489623159902	0.000140768096078431
"jolly_bartik_1"	54	45	40	37	33	8311146	8284212	8253224	8192908	8046881	55	927710	8312012	7278430	65.85	65.87	316366	342377	176387	247679	8	7	16	13	20	15	2314158	20	"0 + 1 part"	56	98.742	1.157	0	1.21	0.31	"9200 + 39 part"	6325	7224	6689	1364	168	927710	311249	316264	167228	234376	9	8	18	14	"1139_AG"	NA	7278430	6047605	59.191601	NA	"uniq"	6259	"4"	2.40615629525078	1.45572455862672e-07	124.634124392211	0.0177272410254545
"jolly_bartik_1"	21	21	21	19	18	3874250	3874250	3874250	3842103	3801501	21	737047	3874250	3480877	73.23	73.29	262379	291712	173213	182443	5	4	10	8	18	12	2558691	8	"0 + 0 part"	0	97.248	1.145	0	1.54	0.12	"5854 + 45 part"	3144	3593	3291	490	59	716240	239031	239128	107128	135343	5	4	12	9	"1220_AD"	NA	3480877	5653969	115.793319	NA	"uniq"	3248	"4"	4.6460605278441	3.9749628960444e-07	243.644159216198	0.0450341595428571
"jolly_bartik_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1220_AJ"	NA	3571513	17327	0.345398	NA	"uniq"	3167	"4"	NA	NA	0.727716796774924	NA
"jolly_bartik_1"	515	302	153	25	3	4587595	3963336	2852195	832065	164186	543	57518	4607388	4566645	68.93	68.92	12998	13081	7572	7807	106	105	222	218	1	1	14384	0	"0 + 0 part"	0	99.103	1.018	0	3.31	0.15	"5973 + 707 part"	4631	4658	4140	519	63	57518	12998	13081	7572	7807	106	105	222	218	"1285_BH"	NA	4566645	557585	8.683486	NA	"uniq"	4199	"4"	0.217042714874458	7.18411386234456e-07	18.3149226620418	0.0018087301305709
"jolly_bartik_1"	7	0	0	0	0	14095	0	0	0	0	13	3408	18997	2975898	46.38	46.71	2189	NA	884	NA	4	NA	8	NA	0	0	0	0	"0 + 1 part"	162	0.633	1	0	472.52	0	"9 + 17 part"	26	26	18	1	0	3246	2189	0	884	NA	4	NA	8	NA	"1286_AP"	NA	2975898	120657	2.885229	NA	"strain"	3061	"4"	0	0.0248734010633258	6.08171046185051	3.08222307692308e-06
"jolly_bartik_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1365_A"	NA	7207331	98969	0.977768	NA	"uniq"	6224	"4"	NA	NA	2.05975693359997	NA
"jolly_bartik_1"	1	1	0	0	0	5663	5663	0	0	0	2	5663	6318	2264253	31.53	30.86	5663	NA	5663	NA	1	NA	1	NA	0	0	0	0	"0 + 1 part"	138	0.273	1	0	1181.23	0	"12 + 3 part"	10	10	7	1	0	5525	5525	0	5525	NA	1	NA	1	NA	"evo_1035930.011"	NA	2264253	113983	3.589188	NA	"strain"	3488	"4"	0	0.186962646407091	7.55103338717007	3.72645e-06
"jolly_bartik_1"	535	138	12	0	0	2007441	974141	138049	0	0	637	15062	2083968	2413510	30.97	30.86	4651	4075	2910	1904	153	191	294	397	23	22	91905	0	"0 + 6 part"	510	76.19	1.134	0	125.08	0.65	"2881 + 621 part"	2778	2823	2066	165	9	15062	4538	4001	2779	1835	155	194	300	406	"evo_1035930.029"	NA	2413510	2005302	59.246538	NA	"strain"	2914	"4"	11.036637798661	6.00201154720226e-05	124.629813010926	0.000911289811616954
"jolly_bartik_1"	51	3	1	0	0	129257	22009	10255	0	0	66	10255	140694	2296439	30.43	30.92	2894	NA	1867	NA	17	NA	33	NA	9	8	35340	1	"0 + 0 part"	0	6.073	1.013	0	179.98	0.72	"222 + 200 part"	198	198	146	9	0	5445	2439	0	1473	NA	19	NA	36	NA	"evo_1035930.032"	NA	2296439	660938	20.521649	NA	"strain"	2617	"4"	63.9686127340185	0.00127923010220763	43.1714929070618	5.58808015151515e-05
"jolly_bartik_1"	391	2	2	1	0	719318	57297	57297	39737	0	679	39737	933606	3363445	35.67	35.83	1577	NA	1040	NA	189	NA	373	NA	2	2	4151	0	"0 + 2 part"	49141	25.563	1.029	0	244.82	1.98	"1067 + 1391 part"	1662	1664	1063	25	0	4947	1458	0	929	NA	224	NA	426	NA	"evo_1049056.011"	NA	3363445	3162133	67.093626	NA	"strain"	4926	"4"	2.14223130528296	0.000262230534079687	141.022062201106	9.62396125184094e-05
"jolly_bartik_1"	158	1	0	0	0	262250	5132	0	0	0	257	5132	340013	3524378	35.8	35.79	1448	NA	1029	NA	82	NA	151	NA	0	0	0	0	"0 + 0 part"	0	9.543	1.011	0	241.73	0.59	"377 + 506 part"	617	617	391	8	0	5132	1448	0	1029	NA	82	NA	151	NA	"evo_1049056.013"	NA	3524378	670459	13.573682	NA	"strain"	5073	"4"	0	0.000710943405105099	28.5352053610595	3.54353498054475e-05
"jolly_bartik_1"	146	0	0	0	0	250680	0	0	0	0	251	4989	330756	3374338	35.66	35.84	1470	NA	1012	NA	76	NA	144	NA	1	1	2169	0	"0 + 0 part"	0	9.696	1.011	0	325.82	1.22	"364 + 486 part"	607	607	391	6	0	4989	1434	0	1010	NA	77	NA	145	NA	"evo_1049056.015"	NA	3374338	1602347	33.889343	NA	"strain"	4744	"4"	3.02337674902345	0.00098507661236682	71.2293937358972	3.74551458167331e-05
"jolly_bartik_1"	14	0	0	0	0	26364	0	0	0	0	34	3475	39637	3382970	34.17	35.84	1392	NA	755	NA	9	NA	19	NA	1	1	2906	0	"0 + 0 part"	0	1.166	1.005	0	628.69	0	"18 + 41 part"	59	59	40	0	0	3475	1392	0	755	NA	9	NA	19	NA	"evo_1049056.031"	NA	3382970	149277	3.146084	NA	"strain"	3750	"4"	25.2289527461715	0.0158611903019906	6.6189029166679	3.99869411764706e-06
"jolly_bartik_1"	61	2	1	0	0	104169	20337	10470	0	0	129	10470	154445	3264668	35.6	35.82	1207	NA	912	NA	37	NA	74	NA	6	5	28438	0	"0 + 0 part"	0	4.513	1.052	0	194.12	4.75	"105 + 273 part"	221	225	171	5	0	5244	1201	0	887	NA	41	NA	79	NA	"evo_1049056.039"	NA	3264668	21546	0.470507	NA	"strain"	3021	"4"	38.8487811194924	0.00125688756515264	0.989962838487711	1.57885031007752e-05
"jolly_bartik_1"	39	0	0	0	0	53677	0	0	0	0	236	2494	186350	3384405	47.08	46.7	771	NA	624	NA	85	NA	153	NA	0	0	0	0	"0 + 0 part"	0	5.452	1.01	0	22.22	0	"161 + 478 part"	373	373	213	1	0	2494	771	0	624	NA	85	NA	153	NA	"evo_1286_AP.008"	NA	3384405	409851	8.617169	NA	"strain"	4610	"4"	0	0.00011923799302388	18.1649802550227	1.25950440677966e-05
"jolly_bartik_1"	906	36	1	0	0	2135265	220831	10636	0	0	1123	10636	2302305	3211060	46.71	46.7	2589	1829	1657	NA	312	524	593	NA	1	1	1811	3	"0 + 0 part"	0	65.45	1.096	0	226.25	0.62	"3004 + 1699 part"	3317	3326	2548	97	1	10636	2589	1829	1652	NA	313	524	594	NA	"evo_1286_AP.026"	NA	3211060	1469507	32.566115	NA	"strain"	3868	"4"	0.434347317145209	9.82710805041035e-05	68.6458832908759	0.000381451691896705
"jolly_bartik_1"	193	5	1	0	0	396957	38821	11909	0	0	296	11909	473136	3098187	47.07	46.68	1856	NA	1290	NA	81	NA	156	NA	1	1	1811	0	"0 + 0 part"	0	14.865	1.028	0	315.93	1.3	"495 + 581 part"	719	720	545	16	1	11909	1856	0	1248	NA	81	NA	157	NA	"evo_1286_AP.033"	NA	3098187	689246	15.83206	NA	"strain"	3491	"4"	2.1135572013121	0.000667736126610531	33.3701290464391	7.46514273648649e-05
"jolly_bartik_1"	27	1	1	1	0	88740	43683	43683	43683	0	61	43683	112888	3083256	47.21	46.67	2421	NA	1046	NA	6	NA	24	NA	0	0	0	0	"0 + 0 part"	0	3.649	1.003	0	184.88	0	"146 + 140 part"	160	160	128	5	0	43683	2421	0	1046	NA	6	NA	24	NA	"evo_1286_AP.037"	NA	3083256	501952	11.585382	NA	"strain"	3332	"4"	0	0.0016377294309404	24.4198989639524	2.18281983606557e-05
"jolly_torvalds_1"	49	42	42	36	27	6161031	6148224	6148224	6034068	5697706	50	531436	6161867	6278004	66.59	66.49	267472	267472	133612	131238	9	9	16	17	25	17	3319766	0	"0 + 2 part"	313	86.578	1.134	0	1.09	0.07	"10379 + 94 part"	5012	5681	5207	802	79	496276	158218	158218	106862	103442	13	13	24	25	"1030752"	NA	6278004	4133072	46.858589	NA	"uniq"	5770	"4"	4.05721188074978	1.7689443800069e-07	98.7512591581656	0.014991500168
"jolly_torvalds_1"	0	0	0	0	0	0	0	0	0	0	8	997	5415	4620491	59.41	62.12	603	NA	581	NA	4	NA	6	NA	0	0	0	0	"0 + 0 part"	0	0.117	1	0	18.47	0	"1 + 18 part"	11	11	9	0	0	997	603	0	580	NA	4	NA	6	NA	"1030755"	NA	4620491	336727	5.194538	NA	"uniq"	4330	"4"	0	0.00341089566020314	10.9315330340434	1.711125e-07
"jolly_torvalds_1"	16	0	0	0	0	19284	0	0	0	0	610	1610	391144	4900391	41.51	41.31	620	NA	552	NA	256	NA	424	NA	0	0	0	0	"0 + 1 part"	14	7.896	1.011	0	11.11	0	"83 + 919 part"	749	749	553	0	0	1610	620	0	552	NA	256	NA	424	NA	"1030836"	NA	4900391	579419	8.419112	NA	"uniq"	4395	"4"	0	2.84038614934653e-05	17.7359010740163	1.02207895081967e-05
"jolly_torvalds_1"	0	0	0	0	0	0	0	0	0	0	1	549	549	3289345	54.46	68.33	549	NA	549	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.017	1	0	0	0	"0 + 0 part"	NA	NA	NA	NA	NA	549	549	0	549	NA	1	NA	1	NA	"1030878"	NA	3289345	117951	2.550971	NA	"uniq"	3035	"4"	0	0	5.37877601771781	2.89e-08
"jolly_torvalds_1"	69	60	55	47	41	7568616	7548550	7515170	7382742	7147323	69	1023618	7568616	7281938	53.03	53.04	215892	219959	110008	121876	12	11	23	21	31	19	1948517	0	"0 + 3 part"	1044	95.852	1.084	0	0.59	0.04	"7986 + 90 part"	5889	6337	5595	1004	155	1022816	180530	180530	90745	99968	12	12	27	25	"1035900"	NA	7281938	4418897	43.214399	NA	"uniq"	6459	"4"	4.09586111912667	7.79534858156366e-08	91.024470408839	0.0133153708753623
"jolly_torvalds_1"	15	4	1	0	0	62295	34215	11164	0	0	21	11164	66510	2199979	30.38	30.96	5602	NA	2563	NA	4	NA	9	NA	3	2	10258	0	"0 + 2 part"	334	2.95	1.02	0	596.32	6.16	"47 + 30 part"	91	91	67	4	0	10917	4866	0	2563	NA	5	NA	9	NA	"1035930"	NA	2199979	220904	7.163	NA	"strain"	1985	"4"	45.10599909788	0.00896586979401594	15.061780135174	4.14404761904762e-05
"jolly_torvalds_1"	1	0	0	0	0	2293	0	0	0	0	13	2293	9752	4677460	43.95	40.62	662	NA	545	NA	5	NA	9	NA	0	0	0	0	"0 + 0 part"	0	0.208	1	0	51.28	0	"0 + 26 part"	14	14	8	0	0	2292	662	0	545	NA	5	NA	9	NA	"1036539"	NA	4677460	349514	5.31969	NA	"uniq"	4226	"4"	0	0.00525840853158327	11.208455016184	3.328e-07
"jolly_torvalds_1"	21	19	19	18	15	2737543	2733795	2733795	2722505	2616768	21	447530	2737543	2659575	46.81	46.82	219069	219069	116759	116759	4	4	8	8	7	7	969120	0	"0 + 1 part"	18	97.404	1.057	0	0	0.04	"5753 + 44 part"	2374	2522	2239	379	46	447504	196130	198025	102509	115566	5	4	9	8	"1036554"	NA	2659575	8168678	218.879025	NA	"uniq"	2448	"4"	2.5570374602335	0	460.713347057331	0.0451787581714286
"jolly_torvalds_1"	0	0	0	0	0	0	0	0	0	0	1	593	593	3184472	61.38	61.56	593	NA	593	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.019	1	0	0	0	"0 + 3 part"	1	1	1	0	0	593	593	0	593	NA	1	NA	1	NA	"1036608"	NA	3184472	122192	2.745223	NA	"uniq"	2747	"4"	0	0	5.7556794344557	3.61e-08
"jolly_torvalds_1"	0	0	0	0	0	0	0	0	0	0	6	651	3462	2638923	30.27	27.72	576	NA	550	NA	3	NA	5	NA	0	0	0	0	"0 + 0 part"	0	0.131	1	0	0	0	"1 + 13 part"	7	7	6	0	0	651	576	0	550	NA	3	NA	5	NA	"1036641"	NA	2638923	191369	5.189716	NA	"uniq"	2719	"4"	0	0	10.8776762338272	2.86016666666667e-07
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036707"	NA	4060624	72323	1.273198	NA	"uniq"	3865	"4"	NA	NA	2.6716214059711	NA
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036728"	NA	2032530	37251	1.305463	NA	"uniq"	2087	"4"	NA	NA	2.749110714233	NA
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036743"	NA	5216281	73921	1.008581	NA	"uniq"	4588	"4"	NA	NA	2.12568111265478	NA
"jolly_torvalds_1"	2333	116	2	0	0	5549081	727897	23452	0	0	2998	13404	6057411	6467702	54.93	54.95	2495	2365	1610	1427	798	882	1552	1755	7	7	17387	1	"0 + 2 part"	97	89.142	1.051	0	8.43	0.05	"3804 + 3197 part"	7223	7243	5745	577	41	13404	2490	2359	1608	1424	798	883	1554	1758	"1036755"	NA	6467702	1342188	14.78588	NA	"uniq"	5273	"4"	1.15560921984656	1.39168367475808e-06	31.1282430761343	0.00026505324096064
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048783"	NA	2431652	107568	3.161138	NA	"uniq"	2324	"4"	NA	NA	6.63548895976891	NA
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048993"	NA	3845825	41609	0.770489	NA	"uniq"	3462	"4"	NA	NA	1.62288975707423	NA
"jolly_torvalds_1"	78	69	60	46	27	4162951	4140129	4078612	3853739	3212086	78	301512	4162951	4107985	65.68	65.68	117707	117707	55398	59597	12	12	26	25	4	4	487310	0	"0 + 0 part"	0	99.217	1.021	0	1.06	0.02	"7983 + 148 part"	4099	4173	3744	510	37	301491	117707	117707	55396	59597	12	12	26	25	"1049005"	NA	4107985	1346963	23.325118	NA	"uniq"	4047	"4"	0.960856853707863	2.54627066232584e-07	49.1833465798926	0.0126205296012821
"jolly_torvalds_1"	651	38	11	6	0	1778372	473323	294532	235745	0	753	46388	1860287	3268305	35.85	35.77	2830	1318	1807	NA	167	527	373	NA	8	7	46081	0	"0 + 0 part"	0	54.622	1.042	0	30.42	0.11	"1503 + 1170 part"	2165	2174	1804	172	9	46388	2825	1309	1786	NA	170	533	378	NA	"1049056"	NA	3268305	1639674	35.774603	NA	"strain"	2832	"4"	4.30041171066615	1.6352315529808e-05	75.253411171846	0.000396223490571049
"jolly_torvalds_1"	0	0	0	0	0	0	0	0	0	0	2	869	1387	3125442	63.37	68.22	869	NA	518	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.044	1	0	0	0	"2 + 5 part"	3	3	3	0	0	869	869	0	518	NA	1	NA	2	NA	"1049089"	NA	3125442	150629	3.430328	NA	"uniq"	3018	"4"	0	0	7.22916950626503	9.68e-08
"jolly_torvalds_1"	871	357	124	3	2	4863338	3529757	1860977	187179	161978	977	108310	4943992	5192961	66.88	66.83	7978	7557	4386	3780	193	209	396	442	12	11	116184	0	"0 + 4 part"	745	88.616	1.074	0	60	0.87	"5338 + 1166 part"	5526	5646	4685	522	33	108310	7892	7510	4325	3762	197	213	402	449	"1052944"	NA	5192961	257982	3.538053	NA	"strain"	5133	"4"	2.42718839350873	1.21359419675436e-05	7.4518757217703	0.000803766167451382
"jolly_torvalds_1"	105	9	3	0	0	255652	91530	52572	0	0	464	19558	501965	4767709	65.22	67.04	1011	NA	696	NA	101	NA	251	NA	6	6	45329	1	"0 + 1 part"	3132	10.155	1.03	0	212.33	8.68	"344 + 612 part"	853	854	590	17	2	18581	974	0	675	NA	114	NA	270	NA	"1052947"	NA	4767709	753707	11.249167	NA	"strain"	4635	"4"	11.9530246132699	0.000422997619355931	23.712867123392	2.2225005387931e-05
"jolly_torvalds_1"	40	19	6	0	0	246636	188693	90215	0	0	45	24132	250414	5190212	65.51	66.83	8792	NA	5780	NA	10	NA	19	NA	6	6	56663	0	"0 + 0 part"	0	4.653	1.037	0	48.86	0.41	"335 + 78 part"	307	312	232	25	1	20380	7361	0	3852	NA	12	NA	22	NA	"1053058"	NA	5190212	1025896	14.076328	NA	"strain"	5136	"4"	23.9603217072528	0.000195116886436062	29.6489623159902	4.811202e-05
"jolly_torvalds_1"	33	26	23	21	20	9766602	9745660	9723999	9676185	9637084	33	1299782	9766602	7278430	65.89	65.87	792978	913919	387434	619151	5	4	10	6	17	12	4486818	21	"0 + 0 part"	0	99.105	1.354	0	0.94	0.08	"9251 + 31 part"	6331	8542	7895	1610	201	1299782	554522	752826	371880	554522	6	4	12	7	"1139_AG"	NA	7278430	6047605	59.191601	NA	"uniq"	6259	"4"	1.74062585943402	9.62463710510575e-08	124.634124392211	0.0297630334090909
"jolly_torvalds_1"	24	23	23	22	21	3925175	3923833	3923833	3910771	3878805	24	716426	3925175	3480877	73.18	73.29	203535	290132	137473	140288	5	4	11	9	19	10	1346858	10	"0 + 0 part"	0	99.858	1.13	0	1.29	0.09	"6051 + 46 part"	3238	3668	3350	501	53	716233	174772	239031	126892	135243	6	4	13	10	"1220_AD"	NA	3480877	5653969	115.793319	NA	"uniq"	3248	"4"	4.84054851057596	3.28647767297e-07	243.644159216198	0.04154841735
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1220_AJ"	NA	3571513	17327	0.345398	NA	"uniq"	3167	"4"	NA	NA	0.727716796774924	NA
"jolly_torvalds_1"	33	0	0	0	0	37644	0	0	0	0	709	1613	472553	4566645	68.91	68.92	646	NA	564	NA	292	NA	487	NA	0	0	0	0	"0 + 0 part"	0	10.194	1.015	0	2.15	0	"91 + 1246 part"	990	990	680	0	0	1613	646	0	564	NA	292	NA	487	NA	"1285_BH"	NA	4566645	557585	8.683486	NA	"uniq"	4199	"4"	0	4.54975420746456e-06	18.3149226620418	1.46569303244006e-05
"jolly_torvalds_1"	3	0	0	0	0	6709	0	0	0	0	4	3129	7467	2975898	46.2	46.71	2173	NA	1407	NA	2	NA	3	NA	0	0	0	0	"0 + 2 part"	96	0.248	1	0	651.2	0	"5 + 4 part"	11	11	8	0	0	3129	2145	0	1339	NA	2	NA	3	NA	"1286_AP"	NA	2975898	120657	2.885229	NA	"strain"	3061	"4"	0	0.0872103923931967	6.08171046185051	1.5376e-06
"jolly_torvalds_1"	1	1	1	1	1	359136	359136	359136	359136	359136	1	359136	359136	7207331	66.12	65.81	359136	NA	359136	NA	1	NA	1	NA	0	0	0	0	"0 + 1 part"	353778	0.072	1.031	0	4021.55	192.42	"1 + 2 part"	279	279	263	69	10	2406	NA	0	NA	NA	NA	NA	NA	NA	"1365_A"	NA	7207331	98969	0.977768	NA	"uniq"	6224	"4"	0	0.0111978470551546	2.05975693359997	5.184e-07
"jolly_torvalds_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"evo_1035930.011"	NA	2264253	113983	3.589188	NA	"strain"	3488	"4"	NA	NA	7.55103338717007	NA
"jolly_torvalds_1"	252	143	82	13	0	2141506	1878173	1430485	414424	0	269	42554	2155630	2413510	30.93	30.86	12770	11826	8259	5672	52	62	103	131	15	15	200848	0	"0 + 2 part"	262	80.215	1.114	0	45.4	0.26	"3286 + 289 part"	2530	2686	2036	207	14	42554	12453	11650	8031	5435	54	65	107	136	"evo_1035930.029"	NA	2413510	2005302	59.246538	NA	"strain"	2914	"4"	6.95852256648868	2.10611283012391e-05	124.629813010926	0.00239198744423792
"jolly_torvalds_1"	13	2	1	0	0	49152	21263	13561	0	0	20	13561	54655	2296439	29.13	30.92	4331	NA	2003	NA	4	NA	8	NA	1	1	3604	0	"0 + 0 part"	0	2.333	1.02	0	425.64	1.87	"97 + 63 part"	78	78	54	3	0	13561	4331	0	2003	NA	4	NA	8	NA	"evo_1035930.032"	NA	2296439	660938	20.521649	NA	"strain"	2617	"4"	18.2965876863965	0.0077877595828378	43.1714929070618	2.7214445e-05
"jolly_torvalds_1"	598	132	15	0	0	2181680	970276	171796	0	0	645	14394	2218120	3363445	35.8	35.83	4402	2742	2808	NA	162	325	319	NA	2	2	12577	1	"0 + 0 part"	0	62.712	1.052	0	110.75	0.81	"4000 + 1247 part"	3407	3433	2323	94	1	14394	4402	2731	2802	NA	162	326	320	NA	"evo_1049056.011"	NA	3363445	3162133	67.093626	NA	"strain"	4926	"4"	0.90166447261645	4.99296701711359e-05	141.022062201106	0.000609735650232558
"jolly_torvalds_1"	61	6	1	0	0	169482	46485	11450	0	0	100	11450	195254	3524378	35.67	35.79	3062	NA	1529	NA	20	NA	43	NA	0	0	0	0	"0 + 0 part"	0	5.513	1.005	0	131.77	0	"287 + 193 part"	333	333	220	5	0	11450	3062	0	1529	NA	20	NA	43	NA	"evo_1049056.013"	NA	3524378	670459	13.573682	NA	"strain"	5073	"4"	0	0.000674864535425651	28.5352053610595	3.0393169e-05
"jolly_torvalds_1"	54	1	0	0	0	117206	7280	0	0	0	66	7280	126739	3374338	35.89	35.84	2190	NA	1449	NA	20	NA	37	NA	0	0	0	0	"0 + 0 part"	0	3.739	1.005	0	138.7	0	"148 + 120 part"	212	212	140	3	0	7280	2190	0	1449	NA	20	NA	37	NA	"evo_1049056.015"	NA	3374338	1602347	33.889343	NA	"strain"	4744	"4"	0	0.00109437505424534	71.2293937358972	2.11820015151515e-05
"jolly_torvalds_1"	1	0	0	0	0	1633	0	0	0	0	3	1633	3270	3382970	37.22	35.84	915	NA	915	NA	2	NA	2	NA	1	1	915	0	"0 + 0 part"	0	0.097	1	0	611.62	0	"1 + 3 part"	5	5	5	0	0	1633	722	0	704	NA	2	NA	3	NA	"evo_1049056.031"	NA	3382970	149277	3.146084	NA	"strain"	3750	"4"	305.810397553517	0.187039755351682	6.6189029166679	3.13633333333333e-07
"jolly_torvalds_1"	80	4	1	0	0	136216	33910	10657	0	0	158	10657	197994	3264668	35.36	35.82	1155	NA	928	NA	46	NA	93	NA	6	5	36798	0	"0 + 0 part"	0	5.84	1.04	0	73.43	3.15	"159 + 366 part"	303	307	222	4	0	6125	1141	0	914	NA	51	NA	99	NA	"evo_1049056.039"	NA	3264668	21546	0.470507	NA	"strain"	3021	"4"	30.3039486045032	0.000370869824338111	0.989962838487711	2.15858227848101e-05
