"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"refLength"	"refMapping"	"group"	"assemblerGroup"	"assemblerRealName"	"cov"
"agitated_hodgkin_0"	124	107	98	71	41	5025750	4972062	4903123	4425419	3367274	127	143338	5027502	4627881	72.22	72.13	72191	"73040"	39518	"42830"	27	"25"	51	"44"	12	11	382014	15	"0 + 0 part"	0	99.043	1.097	0	6.59	0.37	"4161"	"4428"	"4071"	"687"	"86"	142210	"71409"	72727	"38853"	"41860"	"28"	"25"	"52"	"45"	"1139_B"	4627881	2888177	"uniq"	"3"	"Ray k71"	93.6122925373405
"agitated_hodgkin_0"	7	1	1	0	0	20519	12642	12642	0	0	194	12642	133799	6327675	66.66	66.89	615	NA	543	NA	73	NA	130	NA	0	0	0	2	"0 + 0 part"	0	2.111	1.003	0	459.69	22.46	"284"	"285"	"186"	"2"	"0"	12543	"615"	0	"543"	NA	"73"	NA	"131"	NA	"1139_BF"	6327675	686393	"strain"	"3"	"Ray k71"	16.2712133603575
"agitated_hodgkin_0"	751	367	202	36	6	6261447	5200185	4011160	1485160	492005	790	150259	6292184	6070022	66.63	66.61	13878	"14427"	6856	"7824"	128	"120"	286	"263"	12	10	169734	11	"0 + 1 part"	68	98.57	1.052	0	3.76	0.18	"6390"	"6449"	"5713"	"731"	"82"	150259	"13718"	14375	"6843"	"7686"	"129"	"121"	"288"	"265"	"1139_CF"	6070022	2345168	"uniq"	"3"	"Ray k71"	57.9528706815231
"agitated_hodgkin_0"	1	0	0	0	0	1059	0	0	0	0	71	1059	43039	4660190	73.17	72.24	588	NA	536	NA	32	NA	51	NA	0	0	0	0	"0 + 0 part"	0	0.924	1	0	0	0	"89"	"89"	"66"	"0"	"0"	1059	"588"	0	"536"	NA	"32"	NA	"51"	NA	"1139_CJ"	4660190	439028	"uniq"	"3"	"Ray k71"	14.1312264092237
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1139_CO"	5751313	333784	"uniq"	"3"	"Ray k71"	8.70542083173008
"agitated_hodgkin_0"	186	156	131	67	22	4730975	4642577	4452841	3355033	1748982	197	160721	4738257	5520981	66.76	66.59	39806	"33125"	22922	"15597"	36	"47"	76	"108"	1	1	1749	2	"0 + 1 part"	66	83.723	1.025	0	1.99	0.04	"4540"	"4600"	"4085"	"688"	"41"	160721	"39806"	33125	"22921"	"15596"	"36"	"47"	"76"	"108"	"1139_T"	5520981	562851	"strain"	"3"	"Ray k71"	15.2921464500602
"agitated_hodgkin_0"	998	387	191	29	4	6465927	4891083	3470306	1026008	224937	1068	62276	6520092	7150668	66.18	66.11	10980	"9649"	5000	"3745"	171	"202"	387	"496"	14	13	107833	9	"0 + 4 part"	1568	85.677	1.064	0	25.66	0.23	"6432"	"6504"	"5684"	"923"	"82"	62276	"10820"	9568	"4984"	"3701"	"172"	"203"	"389"	"499"	"1139_Y"	7150668	1565224	"strain"	"3"	"Ray k71"	32.8337995834795
"agitated_hodgkin_0"	360	235	153	24	2	3878734	3532908	2916167	851971	136201	373	82702	3888935	3867359	67.7	67.68	16143	"16181"	9958	"10091"	79	"78"	154	"152"	0	0	0	4	"0 + 1 part"	59	98.491	1.021	0	1.89	0.03	"3816"	"3829"	"3453"	"458"	"42"	82702	"16143"	16178	"9958"	"10091"	"79"	"78"	"154"	"152"	"1220_A"	3867359	992264	"uniq"	"3"	"Ray k71"	38.4861089958289
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1220_AO"	7664053	95174	"strain"	"3"	"Ray k71"	1.8627350306685
"agitated_hodgkin_0"	24	0	0	0	0	30085	0	0	0	0	258	2252	185653	4492106	70.24	70.44	719	NA	582	NA	99	NA	172	NA	0	0	0	0	"0 + 0 part"	0	4.08	1.013	0	57.83	0.55	"367"	"367"	"255"	"0"	"0"	2252	"718"	0	"582"	NA	"99"	NA	"172"	NA	"1220_AR"	4492106	391673	"uniq"	"3"	"Ray k71"	13.0787096297371
"agitated_hodgkin_0"	179	148	133	80	25	4919200	4816048	4699835	3759102	1769167	179	104080	4919200	4247614	72.57	72.52	39439	"44343"	28053	"32599"	41	"33"	78	"61"	2	2	25554	1	"0 + 2 part"	2575	97.539	1.187	0	27.61	0.75	"4161"	"4647"	"4283"	"686"	"78"	104009	"39439"	44343	"28053"	"32534"	"41"	"33"	"78"	"61"	"1220_AX"	4247614	2945710	"strain"	"3"	"Ray k71"	104.024635948558
"agitated_hodgkin_0"	3	3	3	3	0	107865	107865	107865	107865	0	3	46676	107865	5513026	64.52	66.61	35027	NA	35027	NA	2	NA	2	NA	1	1	46676	0	"0 + 0 part"	0	1.956	1.002	0	5.56	0.93	"111"	"111"	"91"	"15"	"0"	44524	"35027"	0	"26138"	NA	"2"	NA	"3"	NA	"1220_BB"	5513026	140835	"strain"	"3"	"Ray k71"	3.8318792619516
"agitated_hodgkin_0"	172	56	38	3	1	1003065	752811	629730	119032	53819	250	53819	1058961	7279731	65.21	66.08	11245	NA	4322	NA	29	NA	65	NA	13	12	120587	3	"0 + 3 part"	280	14.168	1.027	0	41.5	0.78	"1103"	"1110"	"958"	"140"	"15"	53808	"11088"	0	"3910"	NA	"30"	NA	"68"	NA	"1220_BD"	7279731	1318426	"strain"	"3"	"Ray k71"	27.1663746915923
"agitated_hodgkin_0"	95	80	71	56	35	4934911	4889244	4822058	4593330	3844746	97	316223	4936303	4620715	60.9	60.87	99940	"100083"	55973	"67222"	17	"16"	33	"29"	36	24	1197710	23	"0 + 2 part"	464	98.866	1.081	0	2.06	0.04	"4507"	"4852"	"4250"	"596"	"51"	316223	"95174"	97257	"48125"	"59815"	"18"	"16"	"35"	"31"	"1220_CF"	4620715	1863645	"uniq"	"3"	"Ray k71"	60.4985916681726
"agitated_hodgkin_0"	16	0	0	0	0	18277	0	0	0	0	723	1429	462302	7282860	67.32	67.31	621	NA	553	NA	307	NA	504	NA	0	0	0	0	"0 + 0 part"	0	6.285	1.01	0	1.31	0	"965"	"965"	"658"	"0"	"0"	1429	"621"	0	"553"	NA	"307"	NA	"504"	NA	"1220_E"	7282860	839211	"uniq"	"3"	"Ray k71"	17.2846450432934
"agitated_hodgkin_0"	29	22	22	20	18	3849725	3833776	3833776	3794789	3719556	31	587978	3851342	3637840	69.95	69.92	303105	"303105"	141805	"159734"	5	"5"	10	"9"	9	7	1182222	6	"0 + 0 part"	0	99.558	1.064	0	1.13	0.39	"3444"	"3644"	"3352"	"511"	"52"	587978	"208143"	249990	"141805"	"147249"	"6"	"5"	"12"	"11"	"1220_X"	3637840	1483470	"uniq"	"3"	"Ray k71"	61.1683031689134
"agitated_hodgkin_0"	15	13	11	8	2	430330	422263	408584	346611	115792	15	61197	430330	3462151	71.82	71.78	38660	NA	25657	NA	5	NA	8	NA	3	2	11612	5	"0 + 0 part"	0	12.304	1.012	0	27.23	5.63	"414"	"414"	"383"	"49"	"7"	61197	"38556"	0	"25657"	NA	"5"	NA	"8"	NA	"1285_AC"	3462151	470759	"strain"	"3"	"Ray k71"	20.3959474904474
"agitated_hodgkin_0"	54	37	35	32	26	7778431	7731584	7718893	7675813	7456833	59	1032722	7782222	5721797	64.06	64.09	298206	"397338"	248887	"279923"	8	"5"	15	"10"	59	31	4854917	90	"0 + 0 part"	0	99.574	1.368	0	8.69	0.25	"5323"	"7142"	"6564"	"947"	"91"	575066	"216269"	274836	"180204"	"208618"	"13"	"9"	"23"	"15"	"1285_AD"	5721797	9256608	"uniq"	"3"	"Ray k71"	242.666980321043
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1285_AK"	4742537	70338	"uniq"	"3"	"Ray k71"	2.22469534765886
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1285_BD"	3353784	61736	"uniq"	"3"	"Ray k71"	2.7611796108515
"agitated_hodgkin_0"	749	299	106	4	0	4050256	2926904	1587656	135879	0	871	42962	4140575	4166651	71.87	71.77	7769	"7726"	4349	"4268"	162	"164"	338	"342"	1	1	2041	0	"0 + 0 part"	0	96.244	1.033	0	1.85	0	"4430"	"4445"	"3834"	"467"	"43"	42962	"7769"	7726	"4349"	"4268"	"162"	"164"	"338"	"342"	"1285_BF"	4166651	1110447	"uniq"	"3"	"Ray k71"	39.9762423106711
"agitated_hodgkin_0"	47	3	3	1	0	133029	75843	75843	37332	0	253	37332	275430	3571516	70.19	71.75	987	NA	696	NA	52	NA	135	NA	0	0	0	0	"0 + 1 part"	67	7.391	1.043	0	234.5	15.15	"478"	"478"	"314"	"8"	"0"	37332	"987"	0	"696"	NA	"52"	NA	"135"	NA	"1285_BO"	3571516	590576	"strain"	"3"	"Ray k71"	24.8035848082439
"agitated_hodgkin_0"	74	0	0	0	0	91187	0	0	0	0	772	1933	548554	2940342	47.97	48.24	691	NA	583	NA	301	NA	517	NA	0	0	0	0	"0 + 0 part"	0	18.209	1.025	0	35.49	0.75	"1129"	"1130"	"736"	"1"	"0"	1933	"691"	0	"583"	NA	"301"	NA	"517"	NA	"1285_BV"	2940342	108308	"strain"	"3"	"Ray k71"	5.52527563120208
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1285_CF"	3926430	220405	"uniq"	"3"	"Ray k71"	8.42005333088836
"agitated_hodgkin_0"	722	262	80	2	0	3684643	2413823	1151067	53491	0	761	27339	3714486	3733197	67.05	67.02	6871	"6836"	3963	"3924"	168	"169"	345	"349"	0	0	0	0	"0 + 0 part"	0	96.937	1.026	0	1.44	0	"4053"	"4064"	"3375"	"463"	"26"	27339	"6871"	6836	"3963"	"3924"	"168"	"169"	"345"	"349"	"1285_CG"	3733197	876331	"uniq"	"3"	"Ray k71"	35.2110135093326
"agitated_hodgkin_0"	166	137	116	52	9	3484824	3394480	3236523	2093447	579453	169	95753	3487075	3461088	71.79	71.78	29292	"29292"	19567	"19671"	39	"39"	76	"75"	6	5	179723	2	"0 + 0 part"	0	89.17	1.13	0	22.88	0.42	"3208"	"3449"	"3158"	"445"	"32"	80070	"28105"	28434	"19567"	"19671"	"41"	"40"	"77"	"76"	"1285_CK"	3461088	973385	"strain"	"3"	"Ray k71"	42.1855064072338
"agitated_hodgkin_0"	0	0	0	0	0	0	0	0	0	0	4	610	2234	4780472	42.08	37.78	604	NA	518	NA	2	NA	3	NA	0	0	0	0	"0 + 0 part"	0	0.047	1	0	492.39	0	"4"	"4"	"2"	"0"	"0"	610	"604"	0	"518"	NA	"2"	NA	"3"	NA	"1286_AF"	4780472	302487	"uniq"	"3"	"Ray k71"	9.49133265501817
"agitated_hodgkin_0"	6	6	6	6	4	2393385	2393385	2393385	2393385	2335556	6	945190	2393385	3908067	70.02	69.92	943470	"258448"	943470	NA	2	"3"	2	NA	9	5	2134937	4	"0 + 0 part"	0	40.407	1.516	0	0.63	0.57	"1483"	"2203"	"2006"	"297"	"28"	804066	"803970"	186011	"256314"	NA	"2"	"4"	"3"	NA	"1286_AO"	3908067	252081	"strain"	"3"	"Ray k71"	9.67540986375106
"agitated_hodgkin_0"	3	0	0	0	0	4056	0	0	0	0	27	1962	19713	3028624	48.25	48.24	709	NA	569	NA	11	NA	18	NA	0	0	0	0	"0 + 0 part"	0	0.649	1.003	0	152.63	5.09	"49"	"49"	"22"	"0"	"0"	1962	"709"	0	"569"	NA	"11"	NA	"18"	NA	"1286_BD"	3028624	186531	"strain"	"3"	"Ray k71"	9.2384033145085
"agitated_hodgkin_0"	0	0	0	0	0	0	0	0	0	0	2	833	1402	2936596	45.22	48.26	833	NA	569	NA	1	NA	2	NA	0	0	0	1	"0 + 0 part"	0	0.047	1.024	0	0	0	"3"	"3"	"1"	"0"	"0"	833	"833"	0	"467"	NA	"1"	NA	"2"	NA	"1286_BU"	2936596	262395	"strain"	"3"	"Ray k71"	13.403018324618
"agitated_hodgkin_0"	31	26	24	20	17	4310379	4296457	4281707	4215296	4093625	33	546558	4311431	4363027	68.14	68.17	305544	"305544"	172264	"172264"	6	"6"	11	"11"	10	9	870751	6	"0 + 0 part"	0	97.24	1.017	0	1.98	0.31	"4019"	"4066"	"3679"	"549"	"52"	545470	"305544"	305544	"171204"	"162876"	"6"	"6"	"11"	"12"	"1286_BV"	4363027	2379803	"uniq"	"3"	"Ray k71"	81.8171535495884
"agitated_hodgkin_0"	527	204	102	14	3	3436841	2567413	1859367	544130	183020	555	63079	3457820	3316156	46.7	46.71	11144	"11581"	4904	"5355"	90	"84"	210	"189"	2	2	3434	2	"0 + 1 part"	44	98.035	1.064	0	4.4	0.03	"3807"	"3851"	"3323"	"330"	"13"	63079	"11144"	11581	"4904"	"5353"	"90"	"84"	"210"	"189"	"1286_G"	3316156	992544	"strain"	"3"	"Ray k71"	44.8958372284054
"agitated_hodgkin_0"	10	10	10	10	8	6017544	6017544	6017544	6017544	5959715	10	1506614	6017544	3842457	70.08	69.89	945190	"973488"	776428	"945190"	3	"2"	5	"3"	13	8	4766869	7	"0 + 0 part"	0	93.295	1.679	0	0.31	0.03	"3321"	"5507"	"5025"	"781"	"67"	804267	"804049"	804125	"699424"	"804049"	"4"	"3"	"6"	"4"	"1286_Y"	3842457	9040905	"strain"	"3"	"Ray k71"	352.93452861021
"agitated_hodgkin_0"	15	14	12	10	7	1362671	1358341	1346793	1324067	1207150	18	468584	1365509	9212281	71.29	71.52	257353	NA	97535	NA	2	NA	5	NA	8	6	715272	14	"0 + 1 part"	119	14.51	1.023	0	6.81	4.19	"1279"	"1306"	"1146"	"158"	"19"	467883	"257333"	0	"90968"	NA	"2"	NA	"5"	NA	"1287_BC"	9212281	345778	"strain"	"3"	"Ray k71"	5.63016911880999
"agitated_hodgkin_0"	145	0	0	0	0	191395	0	0	0	0	640	2792	528058	4294604	70.88	70.71	842	NA	638	NA	224	NA	406	NA	0	0	0	0	"0 + 0 part"	0	11.85	1.038	0	43.43	0.39	"956"	"957"	"689"	"6"	"0"	2792	"842"	0	"638"	NA	"224"	NA	"406"	NA	"1287_BD"	4294604	378056	"strain"	"3"	"Ray k71"	13.2045702001861
"agitated_hodgkin_0"	4	0	0	0	0	4702	0	0	0	0	209	1401	128514	4753721	38.34	38.38	593	NA	536	NA	90	NA	147	NA	0	0	0	0	"0 + 0 part"	0	2.695	1.003	0	1.56	0	"255"	"255"	"185"	"0"	"0"	1401	"593"	0	"536"	NA	"90"	NA	"147"	NA	"1287_BN"	4753721	496869	"uniq"	"3"	"Ray k71"	15.6783181007047
"agitated_hodgkin_0"	256	193	162	83	19	5454495	5285280	5063283	3698558	1380485	273	172977	5467085	5420896	53.29	53.25	35181	"35551"	21211	"21716"	51	"50"	101	"99"	17	16	173535	13	"0 + 4 part"	227	97.428	1.035	0	2.69	0.21	"5039"	"5099"	"4484"	"690"	"71"	172977	"34355"	34355	"20425"	"21211"	"51"	"51"	"102"	"100"	"1287_BO"	5420896	1697145	"uniq"	"3"	"Ray k71"	46.9611942380005
"agitated_hodgkin_0"	4	2	2	1	1	120035	117471	117471	96143	96143	23	96143	131719	4486924	70.34	72.29	96143	NA	21328	NA	1	NA	2	NA	4	3	119001	1	"0 + 0 part"	0	2.542	1.158	0	573.43	16.66	"124"	"124"	"105"	"19"	"1"	40613	"28115"	0	"9535"	NA	"2"	NA	"4"	NA	"1287_N"	4486924	532480	"strain"	"3"	"Ray k71"	17.8010592557396
"agitated_hodgkin_0"	5	0	0	0	0	5403	0	0	0	0	307	1202	191109	4208257	69.14	69.04	609	NA	551	NA	134	NA	216	NA	0	0	0	0	"0 + 0 part"	0	4.508	1.007	0	3.69	0	"434"	"434"	"273"	"0"	"0"	1202	"609"	0	"551"	NA	"134"	NA	"216"	NA	"1287_W"	4208257	464052	"uniq"	"3"	"Ray k71"	16.5407673533247
"agitated_hodgkin_0"	0	0	0	0	0	0	0	0	0	0	8	879	4724	2419670	49.58	49.08	555	NA	536	NA	4	NA	6	NA	0	0	0	0	"0 + 0 part"	0	0.195	1	0	42.34	0	"11"	"11"	"5"	"0"	"0"	879	"555"	0	"536"	NA	"4"	NA	"6"	NA	"evo_1030728.001"	2419670	78360	"strain"	"3"	"Ray k71"	4.85768720528006
"agitated_hodgkin_0"	59	1	0	0	0	86066	6372	0	0	0	373	6372	303841	2474376	48.94	49.05	805	NA	643	NA	133	NA	239	NA	0	0	0	0	"0 + 0 part"	0	12.158	1.01	0	96.06	0.66	"645"	"645"	"366"	"2"	"0"	6372	"805"	0	"643"	NA	"133"	NA	"239"	NA	"evo_1030728.009"	2474376	378932	"strain"	"3"	"Ray k71"	22.9713673265502
"agitated_hodgkin_0"	69	1	0	0	0	105705	8591	0	0	0	221	8591	215317	2510636	48.83	49.04	957	NA	759	NA	72	NA	134	NA	0	0	0	0	"0 + 0 part"	0	8.531	1.005	0	156.88	0	"450"	"450"	"263"	"2"	"0"	8591	"957"	0	"759"	NA	"72"	NA	"134"	NA	"evo_1030728.011"	2510636	460761	"strain"	"3"	"Ray k71"	27.5285425684966
"agitated_hodgkin_0"	59	2	2	1	0	177001	49503	49503	32715	0	73	32715	187848	2457272	50.07	49.15	2736	NA	1929	NA	15	NA	35	NA	0	0	0	0	"0 + 0 part"	0	7.507	1.018	0	251.53	2.17	"240"	"240"	"192"	"15"	"0"	32636	"2736"	0	"1929"	NA	"15"	NA	"35"	NA	"evo_1030728.035"	2457272	450091	"strain"	"3"	"Ray k71"	27.4750414280552
"agitated_hodgkin_0"	125	8	2	1	0	340779	88779	50696	38879	0	157	38879	366115	2458674	48.92	49.13	2855	NA	1772	NA	36	NA	76	NA	3	3	9106	0	"0 + 0 part"	0	14.649	1.018	0	206.84	0.28	"484"	"484"	"377"	"25"	"4"	38879	"2855"	0	"1772"	NA	"36"	NA	"77"	NA	"evo_1030728.038"	2458674	242075	"strain"	"3"	"Ray k71"	14.7686313842339
"agitated_hodgkin_0"	2	0	0	0	0	2584	0	0	0	0	17	1514	12999	3117344	35.16	33.42	744	NA	648	NA	7	NA	11	NA	0	0	0	0	"0 + 0 part"	0	0.403	1.035	0	0	0	"30"	"30"	"13"	"0"	"0"	1514	"744"	0	"648"	NA	"7"	NA	"11"	NA	"evo_1035921.007"	3117344	286816	"strain"	"3"	"Ray k71"	13.8009792951949
"agitated_hodgkin_0"	0	0	0	0	0	0	0	0	0	0	9	910	5769	3027131	34.46	33.4	633	NA	563	NA	4	NA	7	NA	0	0	0	0	"0 + 0 part"	0	0.191	1	0	17.33	0	"12"	"12"	"9"	"0"	"0"	910	"633"	0	"563"	NA	"4"	NA	"7"	NA	"evo_1035921.008"	3027131	85166	"strain"	"3"	"Ray k71"	4.22013451020124
"agitated_hodgkin_0"	463	151	63	1	0	2283178	1466628	863133	25440	0	510	25440	2319310	3151267	33.4	33.26	6914	"4301"	3581	NA	100	"175"	217	NA	2	2	22359	0	"0 + 1 part"	56	68.039	1.082	0	67.72	0.51	"3011"	"3073"	"2369"	"145"	"3"	25440	"6911"	4296	"3579"	NA	"100"	"176"	"218"	NA	"evo_1035921.028"	3151267	1036622	"strain"	"3"	"Ray k71"	49.3431054874119
"agitated_hodgkin_0"	53	5	2	0	0	141136	46262	24792	0	0	90	13998	167991	3120677	33.55	33.27	2666	NA	1260	NA	16	NA	40	NA	1	1	8210	1	"0 + 0 part"	0	5.364	1.004	0	241.34	1.79	"239"	"239"	"173"	"11"	"2"	13998	"2666"	0	"1260"	NA	"17"	NA	"41"	NA	"evo_1035921.030"	3120677	374129	"strain"	"3"	"Ray k71"	17.9830690584126
"agitated_hodgkin_0"	4	0	0	0	0	7219	0	0	0	0	7	2343	9112	7293859	61.81	66.09	2266	NA	1230	NA	2	NA	4	NA	2	2	4609	0	"0 + 0 part"	0	0.124	1.004	0	1597.62	0	"16"	"16"	"13"	"0"	"0"	2108	"1230"	0	"1108"	NA	"3"	NA	"5"	NA	"evo_1139_Y.018"	7293859	687812	"strain"	"3"	"Ray k71"	14.1450225456785
"agitated_hodgkin_0"	7	0	0	0	0	13823	0	0	0	0	13	4275	17823	7160527	63.81	66.05	1752	NA	1032	NA	3	NA	7	NA	2	2	7286	0	"0 + 0 part"	0	0.249	1	0	331.03	0	"21"	"21"	"18"	"2"	"0"	3007	"1331"	0	"1032"	NA	"5"	NA	"8"	NA	"evo_1139_Y.035"	7160527	220894	"strain"	"3"	"Ray k71"	4.62732701098676
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"evo_1286_G.010"	3140687	180574	"strain"	"3"	"Ray k71"	8.62425959670607
"agitated_hodgkin_0"	1	0	0	0	0	1806	0	0	0	0	4	1806	4224	3250234	43.84	46.62	855	NA	841	NA	2	NA	3	NA	1	1	1806	0	"0 + 0 part"	0	0.13	1	0	189.35	0	"6"	"6"	"4"	"0"	"0"	1703	"855"	0	"841"	NA	"2"	NA	"3"	NA	"evo_1286_G.034"	3250234	136109	"strain"	"3"	"Ray k71"	6.28150157804023
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_101"	1081	7053	"circular_elem"	"3"	"Ray k71"	978.677150786309
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_102"	1080	110	"circular_elem"	"3"	"Ray k71"	15.2777777777778
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_103"	1078	1221	"circular_elem"	"3"	"Ray k71"	169.897959183673
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_104"	1076	20671	"circular_elem"	"3"	"Ray k71"	2881.64498141264
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_107"	1059	265	"circular_elem"	"3"	"Ray k71"	37.5354107648725
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_108"	1044	1300	"circular_elem"	"3"	"Ray k71"	186.781609195402
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_13"	5863	71124	"circular_elem"	"3"	"Ray k71"	1819.64864403889
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_24"	3435	10439	"circular_elem"	"3"	"Ray k71"	455.85152838428
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_49"	2163	2147	"circular_elem"	"3"	"Ray k71"	148.890429958391
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_73"	1366	3392	"circular_elem"	"3"	"Ray k71"	372.474377745242
"agitated_hodgkin_0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"Sample15_75"	1321	7927	"circular_elem"	"3"	"Ray k71"	900.113550340651
